VAR1,SNP_Names,Position__cM_,Mean_LOD,Mean_P_Value,Variance_LOD,Variance_P_Value,Joint_LOD,Joint_P_Value,A_Mean_Est,A_Mean_Lower_Bound,A_Mean_Upper_Bound,A_Standard_Deviation_Est,A_Standard_Deviation_Lower_Boun,A_Standard_Deviation_Upper_Boun,B_Mean_Est,B_Mean_Lower_Bound,B_Mean_Upper_Bound,B_Standard_Deviation_Est,B_Standard_Deviation_Lower_Boun,B_Standard_Deviation_Upper_Boun,Joint_P_Value_S3,Joint_P_Value_T3,,jQTL_ID,Joint_P_Value_S5,Joint_P_Value_T5,Joint_P_Value_S7,Joint_P_Value_T7,Joint_P_Value_S9,Joint_P_Value_T9
357,IDP820,717.45,4.03611271,0.132913551,4.434800221,0.108891848,5.574594126,0.233249992,60.59966499,60.06204412,61.13728586,10.85953861,9.941199821,11.86271084,61.18397086,60.62341911,61.74452261,10.85811644,9.902379827,11.90609678,0.296821765,0.301662704,FALSE,,0.303609045,0.431199908,0.308317859,0.53670877,0.304533242,0.622646398
358,npi447a,718.73,4.068499214,0.130778581,4.41042977,0.110226837,5.596366816,0.231387727,61.32637571,60.75863474,61.89411668,12.84480809,11.7676515,14.02056263,59.72745491,59.16227488,60.29263495,12.44464071,11.37344187,13.61672958,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.304533242,0.622646398
359,phi002,719.33,4.067863901,0.13082013,4.41256138,0.110109419,5.5967047,0.231358929,60.97398374,60.45460873,61.49335875,7.28112588,6.563359851,8.077386473,60.15953307,59.5997166,60.71934955,7.198332798,6.425837841,8.063694782,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.304533242,0.622646398
360,umc1245,720.33,4.068770188,0.130760863,4.437779109,0.10872978,5.610263229,0.230205927,61.05110733,60.50402143,61.59819323,8.737855683,7.919153251,9.641197679,60.38963964,59.78643648,60.9928428,8.435626155,7.533386279,9.445923252,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
361,AY105132,720.5,4.068655968,0.130768331,4.443166007,0.108437316,5.612825033,0.229988639,61.16775244,60.63487991,61.70062498,11.00738298,10.09216386,12.00559976,60.61742424,60.04634593,61.18850256,10.94405723,9.966073671,12.01801156,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
362,IDP1982,720.51,4.06864872,0.130768805,4.443140249,0.108438713,5.612804014,0.229990421,60.95806452,60.43149436,61.48463467,7.696885649,6.955713423,8.517034141,60.78707224,60.21286061,61.36128388,7.723824716,6.919764173,8.621315228,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
363,AY110159,720.74,4.041610496,0.132548688,5.255421937,0.072243641,6.1511895,0.188138278,61.20404412,60.63407373,61.77401451,11.16089678,10.18060987,12.23557513,59.88461539,59.30333249,60.46589828,10.86756568,9.868136721,11.96821519,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
364,umc128a,720.84,3.857685249,0.145316287,5.360680781,0.06853982,6.173923746,0.186530597,60.74480151,60.17338921,61.31621382,10.67096792,9.708031731,11.72941741,59.93560606,59.38180581,60.48940631,10.35916169,9.423518952,11.38770256,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
365,umc37a,724.54,4.056139079,0.131589304,4.768498014,0.092158164,5.928785453,0.204530117,60.64298094,60.08732363,61.19863824,10.03270983,9.13681863,11.01644572,61.11947627,60.60541257,61.63353997,9.603011959,8.768608291,10.51681585,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
366,AY110313,733.64,4.163509207,0.124711201,4.495891506,0.105615963,5.820224074,0.212982344,60.96019901,60.32012304,61.60027497,6.491933173,5.666172619,7.43803607,61.04021448,60.56324493,61.51718402,6.563738906,5.939894298,7.253103551,0.296720159,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.53670877,0.304533242,0.622646398
367,IDP126,736.62,4.185629209,0.123339495,4.545229041,0.103042421,5.81207702,0.213628913,60.47208122,59.93406274,61.0100997,11.3674178,10.42038379,12.40052096,61.24489796,60.67352498,61.81627094,11.52000958,10.51706029,12.61860417,0.296720159,0.301662704,FALSE,,0.302874268,0.431199908,0.298942898,0.53670877,0.303723875,0.622646398
368,AY110191,738.84,3.87437964,0.144108352,5.279292542,0.071386517,6.586731369,0.159406981,61.23181818,60.71220783,61.75142853,11.29158061,10.39016211,12.27120341,60.48111332,59.91152221,61.05070443,10.83627738,9.851244754,11.91980408,0.296720159,0.301662704,FALSE,,0.30183454,0.431199908,0.306069223,0.53670877,0.311756157,0.622646398
369,cdo98b,743.14,4.141191121,0.126110653,4.612173511,0.099650446,5.862250762,0.209674356,61.04068523,60.44627949,61.63509096,8.771436343,7.867445351,9.779298374,60.31552588,59.77220272,60.85884903,9.033577334,8.20636856,9.944169439,0.303997541,0.301662704,FALSE,,0.30183454,0.431199908,0.306069223,0.53670877,0.31052936,0.622646398
370,umc1998,746.34,3.868464799,0.144535172,4.757507682,0.092665982,5.744304985,0.219074825,61.07221007,60.46254273,61.6818774,9.284282126,8.335848344,10.34062654,61.27635783,60.78759718,61.76511847,8.78470244,8.012010389,9.631914241,0.303997541,0.301662704,FALSE,,0.307503465,0.431199908,0.310304828,0.53670877,0.310347668,0.622646398
371,mmp99,748.44,4.090768944,0.129330457,4.976844844,0.083040867,6.150099234,0.188215689,61.03435805,60.46396163,61.60475447,6.635068393,5.904556276,7.455959521,60.97208539,60.45609795,61.48807283,6.388123427,5.716108011,7.139144474,0.303997541,0.301662704,FALSE,,0.307503465,0.431199908,0.310304828,0.53670877,0.310347668,0.622646398
372,gpm389a,750.71,0.219277625,0.896157758,1.97345319,0.372795005,2.180989324,0.702511194,62.10300429,61.52745691,62.67855167,9.418539238,8.487800589,10.45133901,60.73873874,60.194978,61.28249948,9.678511878,8.798358105,10.64671284,0.319606089,0.301662704,FALSE,,0.325700762,0.431199908,0.310304828,0.53670877,0.304533242,0.622646398
373,bnlg2228,753.64,8.518606665,0.014132144,1.523705184,0.466800834,8.932096147,0.062819346,61.71480144,61.16222008,62.26738281,13.18548562,12.11719009,14.34796595,59.52105263,58.99205918,60.05004608,12.80147992,11.77835509,13.91347831,0.319606089,0.301662704,FALSE,,0.325700762,0.431199908,0.310304828,0.53670877,0.312254041,0.622646398
374,umc83a,754.94,7.915112082,0.019109761,1.278835194,0.52759961,8.266040218,0.082304795,61.16380952,60.60002832,61.72759073,10.71469275,9.752074011,11.77233075,60.40173913,59.85554825,60.94793002,10.85255974,9.918988361,11.87399849,0.319606089,0.301662704,FALSE,,0.325700762,0.431199908,0.310304828,0.53670877,0.312254041,0.622646398
375,lim254,758.74,0.678778571,0.712205144,1.489259784,0.474910035,2.499380283,0.644746766,61.49909584,60.9540159,62.04417578,11.90291893,10.90501881,12.99213522,60.64540338,60.09238739,61.19841937,11.85717927,10.84544676,12.96329265,0.319606089,0.301662704,FALSE,,0.325700762,0.431199908,0.322901062,0.53670877,0.312254041,0.622646398
376,chr124,760.64,4.131636232,0.126714581,4.563576155,0.102101478,5.798745533,0.214690665,60.62838916,60.10161902,61.15515929,6.904014116,6.205919065,7.680636891,61.01094891,60.45870768,61.56319013,6.800739631,6.067864779,7.622130884,0.319606089,0.301662704,FALSE,,0.305289168,0.431199908,0.322901062,0.53670877,0.312254041,0.622646398
377,npi120,764.34,0.631761988,0.729146218,1.92683308,0.381586949,2.295067075,0.681667317,59.59427208,58.91730776,60.2712364,13.98071398,12.6840164,15.40997404,61.49686848,60.91192008,62.08181687,12.91252186,11.78893604,14.14319497,0.327614915,0.301662704,FALSE,,0.305289168,0.431199908,0.322901062,0.53670877,0.312254041,0.622646398
378,ufg61,766.67,4.498164899,0.105495978,5.15519109,0.075956418,6.559327089,0.16109047,59.52330509,58.93072908,60.11588109,11.79464432,10.72269854,12.97375228,62.3911007,61.7411385,63.0410629,12.28710147,11.1158535,13.58176072,0.327614915,0.301662704,FALSE,,0.305289168,0.431199908,0.322901062,0.53670877,0.319335572,0.622646398
379,bnlg1643,766.98,4.29578556,0.116729874,4.906595798,0.086009468,6.329018868,0.175887455,60.30188679,59.69242555,60.91134804,11.2969959,10.24513121,12.45685525,60.73825503,60.20312595,61.27338412,11.10072724,10.17136194,12.11500938,0.327614915,0.301662704,FALSE,,0.325700762,0.431199908,0.322901062,0.53670877,0.324074938,0.622646398
380,umc2080,767.84,5.010859301,0.081640514,6.373340441,0.041309193,7.9040977,0.095155066,61.55864811,60.97454648,62.14274975,10.31799087,9.352352683,11.38333201,61.11229947,60.57414254,61.65045639,10.06495279,9.170724076,11.04637691,0.331621572,0.301662704,FALSE,,0.325700762,0.431199908,0.322901062,0.53670877,0.324074938,0.622646398
381,umc1955,768.84,4.947964026,0.084248711,6.561769204,0.037594986,8.078262756,0.088753035,61.40117417,60.82746508,61.97488326,11.89145869,10.8512395,13.03139515,60.59753954,60.05886214,61.13621695,11.78561929,10.80630672,12.85368126,0.301201497,0.301662704,FALSE,,0.307503465,0.431199908,0.327449468,0.53670877,0.324074938,0.622646398
382,gpm819,770.49,0.525080285,0.76909549,2.296321581,0.317219667,2.522157666,0.640672564,61.80837004,61.19744267,62.41929742,11.2071413,10.1442612,12.38138625,61.38552189,60.87076351,61.90028026,10.82438043,9.921342976,11.80961205,0.303997541,0.301662704,FALSE,,0.325700762,0.431199908,0.327449468,0.53670877,0.314099443,0.622646398
383,gpm243b,772.83,4.086354003,0.129616265,4.6237622,0.099074707,5.745179254,0.219003802,61.971537,61.42262715,62.52044686,8.876681019,8.023418355,9.820685201,61.29026217,60.73481161,61.84571274,9.018937335,8.157419908,9.971440919,0.303997541,0.301662704,FALSE,,0.311232511,0.431199908,0.313865324,0.53670877,0.314099443,0.622646398
384,umc2181,772.94,4.871453,0.08753413,5.669894864,0.058721613,7.10848838,0.130264979,61.04121475,60.41424347,61.66818603,7.939994289,7.064417333,8.924091874,60.86348684,60.33557907,61.39139462,7.730188373,6.982393947,8.558069442,0.331621572,0.301662704,FALSE,,0.311232511,0.431199908,0.313865324,0.53670877,0.314099443,0.622646398
385,IDP707,773.76,4.2169484,0.121423093,4.448503826,0.108148293,5.764921415,0.217405381,61.15438597,60.60494825,61.70382368,10.50062717,9.580867753,11.50868311,60.5212766,59.9645259,61.07802729,10.57701134,9.645869443,11.59803888,0.338411513,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.307366632,0.622646398
386,umc1838a,775.84,4.215615303,0.121504054,4.446763857,0.108242421,5.762692639,0.217585319,61.35197368,60.82800245,61.87594492,11.52621744,10.58835259,12.5471538,60.29026549,59.73546123,60.84506974,11.75431105,10.76370795,12.83608112,0.307507749,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.314099443,0.622646398
387,IDP512,776.78,2.249001292,0.324814624,4.417565152,0.109834282,4.930501112,0.29450314,60.74825175,60.19361975,61.30288375,8.756816011,7.92670352,9.673860824,60.93238434,60.38067101,61.48409767,8.653793464,7.826539725,9.568486707,0.307507749,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.307366632,0.622646398
388,umc1446,780.04,4.098353839,0.128840906,4.473787312,0.106789715,5.667982259,0.225353545,60.93542757,60.40813478,61.46272037,6.355188906,5.667560087,7.126245758,60.97316637,60.41526052,61.53107222,6.562838803,5.844407522,7.36958417,0.307507749,0.301662704,FALSE,,0.301991663,0.431199908,0.313865324,0.53670877,0.307366632,0.622646398
389,umc1928,781.64,4.279102593,0.117707647,4.442286409,0.108485017,5.823841916,0.212695777,61.46935725,60.96628096,61.97243354,10.99958644,10.12636231,11.9481111,60.13872832,59.56804385,60.7094128,10.9908964,10.00571415,12.07308164,0.307507749,0.301662704,FALSE,,0.301991663,0.431199908,0.313865324,0.53670877,0.307366632,0.622646398
390,mmp22,783.14,4.367374292,0.112625498,4.773248335,0.091939533,6.138714742,0.189025703,61.01712329,60.46276827,61.5714783,7.448063176,6.692822392,8.288527893,60.4084507,59.82207322,60.99482819,7.308163441,6.508394383,8.206210278,0.307507749,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.307366632,0.622646398
391,IDP669,783.74,4.269637367,0.118266032,4.454648782,0.107816519,5.820591689,0.21295321,61.24836601,60.71240834,61.78432368,11.33407479,10.39967669,12.35242741,60.36015326,59.7886898,60.93161671,11.17138388,10.17765068,12.26214397,0.296821765,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.314099443,0.622646398
392,an1,783.75,4.284905794,0.117366602,4.476313157,0.106654933,5.848329772,0.210765039,61.24862889,60.68064486,61.81661291,11.94882563,10.92988162,13.06276124,60.324,59.73932655,60.90867345,11.76725667,10.7198068,12.91705457,0.301678847,0.301662704,FALSE,,0.311232511,0.431199908,0.303098375,0.53670877,0.307366632,0.622646398
393,IDP3997,785.84,4.243601741,0.119815662,4.466611621,0.107173548,5.800816753,0.214525403,61.31768953,60.74223838,61.89314068,12.22652591,11.19190876,13.35678649,60.4695946,59.9462757,60.99291349,11.52159464,10.5770977,12.55043178,0.301678847,0.301662704,FALSE,,0.301991663,0.431199908,0.313865324,0.53670877,0.307366632,0.465153399
394,sdg123,791.85,4.432406284,0.109022266,4.967361088,0.083435572,6.271651706,0.179758891,60.73241853,60.1895338,61.27530325,11.32442493,10.37260237,12.36358971,60.60071301,60.0440749,61.15735113,11.38640474,10.41160691,12.45246906,0.304983221,0.301662704,FALSE,,0.301991663,0.431199908,0.313865324,0.53670877,0.307366632,0.192768619
395,gpm547c,794.32,0.309068103,0.856814316,0.285238404,0.86708419,0.616058216,0.961262647,61.86354776,61.29142261,62.43567291,9.808622142,8.883771976,10.82975437,61.84392015,61.31533118,62.37250911,9.43616995,8.576197414,10.38237567,0.304983221,0.301662704,FALSE,,0.308974427,0.431199908,0.303098375,0.370995949,0.299340197,0.075741385
396,umc1991,799.15,4.401072432,0.11074376,4.477718032,0.106580041,6.011001566,0.198328175,62.15328467,61.62941835,62.67715099,10.57052814,9.653158051,11.57507881,59.19521179,58.59680449,59.79361908,11.92877667,10.88898824,13.0678544,0.304983221,0.301662704,FALSE,,0.308974427,0.431199908,0.298942898,0.134847711,0.299340197,0.027328359
397,IDP1468,800.91,4.16964198,0.124329374,4.460867574,0.107481796,5.728561044,0.220357289,60.61145194,60.01337215,61.20953174,9.185827025,8.267972205,10.20557593,61.07914764,60.56925705,61.58903823,9.092648203,8.303234472,9.957113896,0.333118418,0.301662704,FALSE,,0.298514636,0.269706784,0.298942898,0.047038525,0.299340197,0.027328359
398,gpm608,802.41,4.671674634,0.096729455,7.548247326,0.0229572,9.081826049,0.059086445,61.29113924,60.68154176,61.90073673,9.981119994,9.002427695,11.06621011,62.5891182,62.05402216,63.12421424,9.364036316,8.495654134,10.32118007,0.296720159,0.301662704,FALSE,,0.298514636,0.083263893,0.298942898,0.014892344,0.299340197,0.027328359
399,umc1383,803.75,4.317344698,0.115478334,5.174346973,0.075232385,6.63630419,0.156402176,61.40490798,60.81010143,61.99971452,10.87176934,9.860541079,11.98670212,61.29530201,60.78612487,61.80447916,10.31734753,9.444146115,11.27128474,0.296691281,0.162183964,FALSE,,0.298514636,0.024657776,0.298942898,0.014892344,0.299340197,0.027328359
400,umc2240,804.95,1.260909338,0.532349703,1.321132704,0.516558698,2.173289848,0.703922195,60.51035782,59.93104504,61.08967059,11.57002711,10.55485875,12.68283455,61.36206897,60.83224511,61.89189282,11.08653476,10.15396611,12.10475312,0.296691281,0.03953174,TRUE,,0.298514636,0.006456531,0.298942898,0.014892344,0.299340197,0.027328359
401,umc1914,808.35,7.092037127,0.028839233,6.052611334,0.048494462,10.30767307,0.035551931,58.79381443,58.09622381,59.49140505,11.5898924,10.39765713,12.91883395,61.55691057,61.08737269,62.02644845,10.81063381,9.992356288,11.69592037,0.292281897,0.009100388,TRUE,,0.298514636,0.006456531,0.298942898,0.014892344,0.299340197,0.027328359
402,AY106137,808.46,6.625907442,0.036408474,5.446488356,0.065661391,9.517705313,0.049384711,60.37791932,59.73846859,61.01737005,10.32896906,9.310817625,11.45845684,61.12363067,60.63380093,61.61346042,9.334269092,8.53860038,10.20408212,0.290375653,0.001785856,TRUE,,0.298514636,0.006456531,0.298942898,0.014892344,0.299340197,0.027328359
403,IDP630,808.81,6.661060367,0.035774133,5.436967193,0.065974723,9.53851198,0.048961899,59.53443526,58.7937017,60.27516882,12.92852615,11.5988355,14.41065255,61.4539559,60.99799391,61.90991789,11.63954121,10.80423225,12.53943052,0.290375653,0.001785856,TRUE,,0.298514636,0.006456531,0.298942898,0.014892344,0.299340197,0.009012044
404,AY109506,809.45,6.743721281,0.03432571,5.527071881,0.063068368,9.679118742,0.046194062,59.51104972,58.81775367,60.20434578,8.592030534,7.574683722,9.746015994,61.08123249,60.59245168,61.57001331,8.52120456,7.789866947,9.321202487,0.290375653,0.001785856,TRUE,,0.298514636,0.006456531,0.298942898,0.014892344,0.299340197,0.009012044
405,nfc103a,809.71,6.693599452,0.035196814,5.446804154,0.065651024,9.587148852,0.047987008,58.88793103,58.13726062,59.63860145,10.52768316,9.335682567,11.87188103,61.36280884,60.91267791,61.81293978,9.501208826,8.763396147,10.30113984,0.290375653,0.010741181,TRUE,,0.298514636,0.006456531,0.298942898,0.004279076,0.299340197,0.001801524
406,gpm838c,810.37,5.906681721,0.052165138,5.657740925,0.059079549,8.857482886,0.064762139,60.08352668,59.45098304,60.71607033,10.39407794,9.349455918,11.55541639,62.61463415,62.11823861,63.11102969,9.800786631,8.969175856,10.70950332,0.290375653,0.044381793,TRUE,,0.298514636,0.006456531,0.298942898,0.004279076,0.299340197,0.000279516
407,cdj2,810.75,5.395348897,0.067361985,5.497149459,0.064019041,8.081759189,0.088628748,59.94358974,59.25939004,60.62778945,10.15496667,9.063494586,11.37787937,62.58569052,62.08082662,63.09055442,9.391643024,8.569609037,10.29253007,0.292281897,0.169695472,FALSE,,0.298514636,0.007492869,0.298942898,0.000702843,0.299340197,3.51697E-05
408,ufg53,813.65,5.784085452,0.055462802,5.435295695,0.066029884,8.83421864,0.06537947,60.93164557,60.25020123,61.61308991,7.520952507,6.604642276,8.564389145,60.94224924,60.44958213,61.43491636,7.128328167,6.44571539,7.883230858,0.292281897,0.301662704,FALSE,,0.298514636,0.028338328,0.298942898,8.55418E-05,0.299340197,7.39E-06
409,IDP3841,816.54,6.770013627,0.033877412,4.410437157,0.11022643,8.694354643,0.069210098,58.98214286,58.22626438,59.73802134,8.893862715,7.800310618,10.1407236,61.55185659,61.09415006,62.00956313,8.321951232,7.635762184,9.069804774,0.292281897,0.301662704,FALSE,,0.298514636,0.017977346,0.298942898,5.22668E-05,0.299340197,1.38E-06
410,csu696,819.95,6.909419939,0.031596467,3.156345532,0.206351807,8.196413965,0.084642559,59.91017964,59.19252114,60.62783814,9.656412489,8.528861227,10.93303076,61.19262295,60.7254633,61.65978261,9.346568583,8.59461968,10.16430599,0.292281897,0.301662704,FALSE,,0.298514636,0.0109604,0.298942898,5.00267E-05,0.299340197,2.19E-07
411,rz403,824.25,6.525428834,0.038284337,4.11681034,0.1276574,8.138012069,0.086651471,59.22139304,58.5503488,59.89243727,12.13439189,10.93754057,13.46220986,61.63709677,61.16784963,62.10634392,11.5663433,10.71632325,12.48378705,0.292281897,0.129350834,FALSE,,0.298514636,0.00618985,0.298942898,4.56205E-05,0.299340197,1.34E-06
412,IDP3803,827.04,6.922657152,0.031388033,5.160133792,0.075768935,9.51022378,0.049537595,58.93428571,58.18429938,59.68427205,10.6831349,9.482974632,12.03518683,61.73492462,61.28721456,62.18263469,9.722120283,8.983445804,10.52153315,0.290375653,0.016806535,TRUE,q7,0.298514636,0.001401019,0.298942898,3.86896E-05,0.299340197,6.51E-06
413,chrom7,831.45,7.421997797,0.024453085,4.650901082,0.097739399,9.429505423,0.051216083,59.29715762,58.6362571,59.95805815,11.80598163,10.62282579,13.12091574,61.76430518,61.29201736,62.23659299,11.62582596,10.76768997,12.55235149,0.290375653,0.001694613,TRUE,q7,0.298514636,0.000268472,0.298942898,0.000187626,0.299340197,3.02942E-05
